FinancialYear,HBT2014,HBT2014QF,ICD10Codes,ICD10CodesQF,DischargeCount,DischargeRates,DischargeRatesQF,PatientsCount,PatientsRates,PatientRatesQF,HospitalResidentsCount,HospitalResidentsRates,HospitalResidentsRatesQF
2004/05,S08000023, ,F30 - F39, ,930,147.37, ,660,104.58, ,90,14.26, 
2004/05,S08000023, ,F40 - F49, ,210,33.28, ,160,25.35, ,10,1.58, 
2004/05,S08000023, ,F00 - F09 or Chapter G and second position F00, ,380,60.22, ,310,49.12, ,220,34.86, 
2004/05,S08000023, ,Non F Codes, ,50,7.92, ,50,7.92, ,20,3.17, 
2004/05,S08000023, ,"F50 - F59, F70 - F99", ,30,4.75, ,20,3.17, ,0,0, 
2004/05,S08000023, ,F20 - F29, ,680,107.75, ,430,68.14, ,130,20.6, 
2004/05,S08000024, ,All Codes,d,4840,619.08, ,3150,402.91, ,800,102.33, 
2004/05,S08000024, ,F60 - F69, ,200,25.58, ,110,14.07, ,20,2.56, 
2004/05,S08000024, ,F10 - F19, ,810,103.61, ,600,76.74, ,40,5.12, 
2004/05,S08000024, ,F30 - F39, ,1210,154.77, ,830,106.16, ,140,17.91, 
2004/05,S08000024, ,F40 - F49, ,240,30.7, ,180,23.02, ,10,1.28, 
2004/05,S08000024, ,F00 - F09 or Chapter G and second position F00, ,1010,129.19, ,620,79.3, ,320,40.93, 
2004/05,S08000024, ,Non F Codes, ,140,17.91, ,90,11.51, ,40,5.12, 
2004/05,S08000024, ,"F50 - F59, F70 - F99", ,50,6.4, ,30,3.84, ,10,1.28, 
2004/05,S08000024, ,F20 - F29, ,1190,152.21, ,690,88.26, ,220,28.14, 
2004/05,S08000027, ,All Codes,d,2210,566.42, ,1600,410.08, ,410,105.08, 
2004/05,S08000027, ,F60 - F69, ,80,20.5, ,50,12.81, ,0,0, 
2004/05,S08000027, ,F10 - F19, ,470,120.46, ,340,87.14, ,20,5.13, 
2004/05,S08000027, ,F30 - F39, ,590,151.22, ,420,107.65, ,80,20.5, 
2004/05,S08000027, ,F40 - F49, ,130,33.32, ,100,25.63, ,10,2.56, 
2004/05,S08000027, ,F00 - F09 or Chapter G and second position F00, ,310,79.45, ,290,74.33, ,140,35.88, 
2004/05,S08000027, ,Non F Codes, ,70,17.94, ,50,12.81, ,30,7.69, 
2004/05,S08000027, ,"F50 - F59, F70 - F99", ,20,5.13, ,20,5.13, ,0,0, 
2004/05,S08000027, ,F20 - F29, ,540,138.4, ,340,87.14, ,140,35.88, 
2004/05,S08000028, ,All Codes,d,160,600.38, ,100,375.23, ,40,150.09, 
2004/05,S08000028, ,F60 - F69, ,10,37.52, ,10,37.52, ,0,0, 
2004/05,S08000028, ,F10 - F19, ,10,37.52, ,10,37.52, ,0,0, 
2004/05,S08000028, ,F30 - F39, ,50,187.62, ,30,112.57, ,0,0, 
2004/05,S08000028, ,F40 - F49, ,10,37.52, ,10,37.52, ,0,0, 
2004/05,S08000028, ,F00 - F09 or Chapter G and second position F00, ,40,150.09, ,30,112.57, ,30,112.57, 
2004/05,S08000028, ,Non F Codes, ,20,75.05, ,10,37.52, ,0,0, 
2004/05,S08000028, ,"F50 - F59, F70 - F99", ,0,0, ,0,0, ,0,0, 
2004/05,S08000028, ,F20 - F29, ,20,75.05, ,10,37.52, ,0,0, 
2004/05,S92000003,d,All Codes,d,27710,545.01, ,18970,373.11, ,5490,107.98, 
2004/05,S92000003,d,F60 - F69, ,1290,25.37, ,670,13.18, ,110,2.16, 
2004/05,S92000003,d,F10 - F19, ,4790,94.21, ,3540,69.63, ,290,5.7, 
2004/05,S92000003,d,F30 - F39, ,7560,148.69, ,5310,104.44, ,860,16.91, 
2004/05,S92000003,d,F40 - F49, ,1700,33.44, ,1320,25.96, ,110,2.16, 
2004/05,S92000003,d,F00 - F09 or Chapter G and second position F00, ,3970,78.08, ,2980,58.61, ,1940,38.16, 
2004/05,S92000003,d,Non F Codes, ,1300,25.57, ,900,17.7, ,410,8.06, 
2004/05,S92000003,d,"F50 - F59, F70 - F99", ,340,6.69, ,230,4.52, ,100,1.97, 
2004/05,S92000003,d,F20 - F29, ,6770,133.16, ,4010,78.87, ,1660,32.65, 
2004/05,SB0802, ,All Codes,d,310, ,:,170, ,:,230, ,:
2004/05,SB0802, ,F60 - F69, ,10, ,:,0, ,:,10, ,:
2004/05,SB0802, ,F10 - F19, ,0, ,:,0, ,:,0, ,:
2004/05,SB0802, ,F30 - F39, ,20, ,:,10, ,:,10, ,:
2004/05,SB0802, ,F40 - F49, ,0, ,:,0, ,:,0, ,:
2004/05,SB0802, ,F00 - F09 or Chapter G and second position F00, ,0, ,:,0, ,:,10, ,:
2004/05,SB0802, ,Non F Codes, ,10, ,:,0, ,:,20, ,:
2004/05,SB0802, ,"F50 - F59, F70 - F99", ,30, ,:,20, ,:,30, ,:
2004/05,SB0802, ,F20 - F29, ,240, ,:,130, ,:,150, ,:
2005/06,S08000015, ,All Codes,d,1950,528.46, ,1370,371.27, ,340,92.14, 
2005/06,S08000015, ,F60 - F69, ,90,24.39, ,40,10.84, ,10,2.71, 
2005/06,S08000015, ,F10 - F19, ,520,140.92, ,370,100.27, ,30,8.13, 
2005/06,S08000015, ,F30 - F39, ,490,132.79, ,350,94.85, ,60,16.26, 
2005/06,S08000015, ,F40 - F49, ,190,51.49, ,150,40.65, ,10,2.71, 
2005/06,S08000015, ,F00 - F09 or Chapter G and second position F00, ,260,70.46, ,200,54.2, ,130,35.23, 
2005/06,S08000015, ,Non F Codes, ,20,5.42, ,10,2.71, ,20,5.42, 
2005/06,S08000015, ,"F50 - F59, F70 - F99", ,20,5.42, ,20,5.42, ,10,2.71, 
2005/06,S08000015, ,F20 - F29, ,370,100.27, ,240,65.04, ,80,21.68, 
2005/06,S08000016, ,All Codes,d,630,571.43, ,420,380.95, ,110,99.77, 
2005/06,S08000016, ,F60 - F69, ,40,36.28, ,20,18.14, ,0,0, 
2005/06,S08000016, ,F10 - F19, ,80,72.56, ,60,54.42, ,0,0, 
2005/06,S08000016, ,F30 - F39, ,140,126.98, ,100,90.7, ,20,18.14, 
2005/06,S08000016, ,F40 - F49, ,20,18.14, ,20,18.14, ,0,0, 
2005/06,S08000016, ,F00 - F09 or Chapter G and second position F00, ,180,163.27, ,120,108.84, ,50,45.35, 
2005/06,S08000016, ,Non F Codes, ,10,9.07, ,10,9.07, ,10,9.07, 
2005/06,S08000016, ,"F50 - F59, F70 - F99", ,0,0, ,0,0, ,0,0, 
2005/06,S08000016, ,F20 - F29, ,160,145.12, ,80,72.56, ,30,27.21, 
2005/06,S08000017, ,All Codes,d,680,454.48, ,510,340.86, ,150,100.25, 
2005/06,S08000017, ,F60 - F69, ,80,53.47, ,50,33.42, ,0,0, 
2005/06,S08000017, ,F10 - F19, ,120,80.2, ,80,53.47, ,10,6.68, 
2005/06,S08000017, ,F30 - F39, ,190,126.99, ,130,86.89, ,20,13.37, 
2005/06,S08000017, ,F40 - F49, ,40,26.73, ,40,26.73, ,10,6.68, 
2005/06,S08000017, ,F00 - F09 or Chapter G and second position F00, ,100,66.84, ,90,60.15, ,50,33.42, 
2005/06,S08000017, ,Non F Codes, ,20,13.37, ,10,6.68, ,0,0, 
2005/06,S08000017, ,"F50 - F59, F70 - F99", ,10,6.68, ,0,0, ,0,0, 
2005/06,S08000017, ,F20 - F29, ,140,93.57, ,90,60.15, ,50,33.42, 
2005/06,S08000018, ,All Codes,d,1800,506.4, ,1250,351.67, ,320,90.03, 
2005/06,S08000018, ,F60 - F69, ,120,33.76, ,70,19.69, ,0,0, 
2005/06,S08000018, ,F10 - F19, ,250,70.33, ,170,47.83, ,10,2.81, 
2005/06,S08000018, ,F30 - F39, ,460,129.41, ,310,87.21, ,40,11.25, 
2005/06,S08000018, ,F40 - F49, ,180,50.64, ,130,36.57, ,10,2.81, 
2005/06,S08000018, ,F00 - F09 or Chapter G and second position F00, ,260,73.15, ,220,61.89, ,120,33.76, 
2005/06,S08000018, ,Non F Codes, ,100,28.13, ,80,22.51, ,30,8.44, 
2005/06,S08000018, ,"F50 - F59, F70 - F99", ,10,2.81, ,10,2.81, ,0,0, 
2005/06,S08000018, ,F20 - F29, ,410,115.35, ,260,73.15, ,100,28.13, 
2005/06,S08000019, ,All Codes,d,1280,446.3, ,850,296.37, ,250,87.17, 
2005/06,S08000019, ,F60 - F69, ,130,45.33, ,60,20.92, ,10,3.49, 
2005/06,S08000019, ,F10 - F19, ,180,62.76, ,120,41.84, ,10,3.49, 
2005/06,S08000019, ,F30 - F39, ,360,125.52, ,250,87.17, ,40,13.95, 
2005/06,S08000019, ,F40 - F49, ,90,31.38, ,70,24.41, ,0,0, 
2005/06,S08000019, ,F00 - F09 or Chapter G and second position F00, ,150,52.3, ,130,45.33, ,80,27.89, 
2005/06,S08000019, ,Non F Codes, ,20,6.97, ,20,6.97, ,20,6.97, 
2005/06,S08000019, ,"F50 - F59, F70 - F99", ,30,10.46, ,20,6.97, ,0,0, 
2005/06,S08000019, ,F20 - F29, ,320,111.58, ,180,62.76, ,90,31.38, 
2005/06,S08000020, ,All Codes,d,1990,371.02, ,1480,275.93, ,440,82.03, 
2005/06,S08000020, ,F60 - F69, ,80,14.92, ,50,9.32, ,0,0, 
2005/06,S08000020, ,F10 - F19, ,130,24.24, ,100,18.64, ,20,3.73, 
2005/06,S08000020, ,F30 - F39, ,690,128.64, ,520,96.95, ,80,14.92, 
2005/06,S08000020, ,F40 - F49, ,100,18.64, ,90,16.78, ,10,1.86, 
2005/06,S08000020, ,F00 - F09 or Chapter G and second position F00, ,340,63.39, ,290,54.07, ,210,39.15, 
2005/06,S08000020, ,Non F Codes, ,50,9.32, ,50,9.32, ,20,3.73, 
2005/06,S08000020, ,"F50 - F59, F70 - F99", ,20,3.73, ,20,3.73, ,10,1.86, 
2005/06,S08000020, ,F20 - F29, ,570,106.27, ,360,67.12, ,100,18.64, 
2005/06,S08000021, ,All Codes,d,6720,604.97, ,4800,432.12, ,1430,128.74, 
2005/06,S08000021, ,F60 - F69, ,300,27.01, ,170,15.3, ,30,2.7, 
2005/06,S08000021, ,F10 - F19, ,1270,114.33, ,980,88.22, ,90,8.1, 
2005/06,S08000021, ,F30 - F39, ,1870,168.35, ,1340,120.63, ,220,19.81, 
2005/06,S08000021, ,F40 - F49, ,310,27.91, ,230,20.71, ,20,1.8, 
2005/06,S08000021, ,F00 - F09 or Chapter G and second position F00, ,720,64.82, ,580,52.21, ,440,39.61, 
2005/06,S08000021, ,Non F Codes, ,530,47.71, ,390,35.11, ,140,12.6, 
2005/06,S08000021, ,"F50 - F59, F70 - F99", ,90,8.1, ,70,6.3, ,40,3.6, 
2005/06,S08000021, ,F20 - F29, ,1640,147.64, ,1040,93.63, ,450,40.51, 
2005/06,S08000022, ,All Codes,d,1450,470.15, ,1100,356.67, ,270,87.55, 
2005/06,S08000022, ,F60 - F69, ,90,29.18, ,50,16.21, ,0,0, 
2005/06,S08000022, ,F10 - F19, ,290,94.03, ,220,71.33, ,10,3.24, 
2005/06,S08000022, ,F30 - F39, ,370,119.97, ,290,94.03, ,50,16.21, 
2005/06,S08000022, ,F40 - F49, ,110,35.67, ,90,29.18, ,10,3.24, 
2005/06,S08000022, ,F00 - F09 or Chapter G and second position F00, ,190,61.61, ,150,48.64, ,100,32.42, 
2005/06,S08000022, ,Non F Codes, ,80,25.94, ,60,19.45, ,20,6.48, 
2005/06,S08000022, ,"F50 - F59, F70 - F99", ,20,6.48, ,20,6.48, ,0,0, 
2005/06,S08000022, ,F20 - F29, ,310,100.52, ,220,71.33, ,80,25.94, 
2005/06,S08000023, ,All Codes,d,2650,417.99, ,1870,294.96, ,510,80.44, 
2005/06,S08000023, ,F60 - F69, ,60,9.46, ,40,6.31, ,0,0, 
2005/06,S08000023, ,F10 - F19, ,450,70.98, ,320,50.47, ,30,4.73, 
2005/06,S08000023, ,F30 - F39, ,970,153, ,660,104.1, ,100,15.77, 
2005/06,S08000023, ,F40 - F49, ,140,22.08, ,100,15.77, ,10,1.58, 
2005/06,S08000023, ,F00 - F09 or Chapter G and second position F00, ,330,52.05, ,270,42.59, ,220,34.7, 
2005/06,S08000023, ,Non F Codes, ,120,18.93, ,90,14.2, ,20,3.15, 
2005/06,S08000023, ,"F50 - F59, F70 - F99", ,40,6.31, ,20,3.15, ,0,0, 
2005/06,S08000023, ,F20 - F29, ,550,86.75, ,370,58.36, ,130,20.51, 
2005/06,S08000024, ,All Codes,d,4640,589.38, ,3070,389.96, ,730,92.73, 
2005/06,S08000024, ,F60 - F69, ,200,25.4, ,110,13.97, ,20,2.54, 
2005/06,S08000024, ,F10 - F19, ,780,99.08, ,590,74.94, ,30,3.81, 
2005/06,S08000024, ,F30 - F39, ,1160,147.34, ,800,101.62, ,110,13.97, 
2005/06,S08000024, ,F40 - F49, ,260,33.03, ,190,24.13, ,20,2.54, 
2005/06,S08000024, ,F00 - F09 or Chapter G and second position F00, ,980,124.48, ,600,76.21, ,290,36.84, 
2005/06,S08000024, ,Non F Codes, ,100,12.7, ,60,7.62, ,30,3.81, 
2005/06,S08000024, ,"F50 - F59, F70 - F99", ,50,6.35, ,30,3.81, ,10,1.27, 
2005/06,S08000024, ,F20 - F29, ,1110,140.99, ,690,87.64, ,220,27.94, 
2005/06,S08000027, ,All Codes,d,2160,549.62, ,1560,396.95, ,390,99.24, 
2005/06,S08000027, ,F60 - F69, ,80,20.36, ,50,12.72, ,10,2.54, 
2005/06,S08000027, ,F10 - F19, ,490,124.68, ,340,86.51, ,30,7.63, 
2005/06,S08000027, ,F30 - F39, ,620,157.76, ,440,111.96, ,70,17.81, 
2005/06,S08000027, ,F40 - F49, ,130,33.08, ,100,25.45, ,10,2.54, 
2005/06,S08000027, ,F00 - F09 or Chapter G and second position F00, ,280,71.25, ,250,63.61, ,120,30.53, 
2005/06,S08000027, ,Non F Codes, ,50,12.72, ,40,10.18, ,30,7.63, 
2005/06,S08000027, ,"F50 - F59, F70 - F99", ,10,2.54, ,10,2.54, ,0,0, 
2005/06,S08000027, ,F20 - F29, ,500,127.23, ,330,83.97, ,120,30.53, 
2005/06,S08000028, ,All Codes,d,170,631.27, ,120,445.6, ,40,148.53, 
2005/06,S08000028, ,F60 - F69, ,10,37.13, ,10,37.13, ,0,0, 
2005/06,S08000028, ,F10 - F19, ,10,37.13, ,10,37.13, ,0,0, 
2005/06,S08000028, ,F30 - F39, ,40,148.53, ,30,111.4, ,10,37.13, 
2005/06,S08000028, ,F40 - F49, ,20,74.27, ,10,37.13, ,0,0, 
2005/06,S08000028, ,F00 - F09 or Chapter G and second position F00, ,40,148.53, ,40,148.53, ,20,74.27, 
2005/06,S08000028, ,Non F Codes, ,20,74.27, ,10,37.13, ,0,0, 
2005/06,S08000028, ,"F50 - F59, F70 - F99", ,0,0, ,0,0, ,0,0, 
2005/06,S08000028, ,F20 - F29, ,20,74.27, ,20,74.27, ,0,0, 
2005/06,S92000003,d,All Codes,d,26340,515.44, ,18200,356.15, ,5180,101.37, 
2005/06,S92000003,d,F60 - F69, ,1280,25.05, ,700,13.7, ,110,2.15, 
2005/06,S92000003,d,F10 - F19, ,4560,89.23, ,3330,65.16, ,260,5.09, 
2005/06,S92000003,d,F30 - F39, ,7360,144.03, ,5140,100.58, ,800,15.65, 
2005/06,S92000003,d,F40 - F49, ,1600,31.31, ,1210,23.68, ,100,1.96, 
2005/06,S92000003,d,F00 - F09 or Chapter G and second position F00, ,3820,74.75, ,2920,57.14, ,1840,36.01, 
2005/06,S92000003,d,Non F Codes, ,1130,22.11, ,800,15.65, ,410,8.02, 
2005/06,S92000003,d,"F50 - F59, F70 - F99", ,310,6.07, ,220,4.31, ,100,1.96, 
2005/06,S92000003,d,F20 - F29, ,6280,122.89, ,3870,75.73, ,1560,30.53, 
2005/06,SB0802, ,All Codes,d,230, ,:,150, ,:,210, ,:
2005/06,SB0802, ,F60 - F69, ,10, ,:,10, ,:,10, ,:
2005/06,SB0802, ,F10 - F19, ,0, ,:,0, ,:,0, ,:
2005/06,SB0802, ,F30 - F39, ,20, ,:,10, ,:,10, ,:
2005/06,SB0802, ,F40 - F49, ,0, ,:,0, ,:,0, ,:
2005/06,SB0802, ,F00 - F09 or Chapter G and second position F00, ,10, ,:,0, ,:,0, ,:
2005/06,SB0802, ,Non F Codes, ,0, ,:,0, ,:,20, ,:
2005/06,SB0802, ,"F50 - F59, F70 - F99", ,10, ,:,10, ,:,30, ,:
2005/06,SB0802, ,F20 - F29, ,190, ,:,120, ,:,140, ,:
2006/07,S08000015, ,All Codes,d,1760,476.53, ,1250,338.44, ,330,89.35, 
2006/07,S08000015, ,F60 - F69, ,80,21.66, ,50,13.54, ,10,2.71, 
2006/07,S08000015, ,F10 - F19, ,420,113.72, ,310,83.93, ,40,10.83, 
2006/07,S08000015, ,F30 - F39, ,470,127.25, ,340,92.06, ,50,13.54, 
2006/07,S08000015, ,F40 - F49, ,110,29.78, ,100,27.08, ,10,2.71, 
2006/07,S08000015, ,F00 - F09 or Chapter G and second position F00, ,260,70.4, ,220,59.57, ,120,32.49, 
2006/07,S08000015, ,Non F Codes, ,30,8.12, ,20,5.42, ,30,8.12, 
2006/07,S08000015, ,"F50 - F59, F70 - F99", ,10,2.71, ,10,2.71, ,10,2.71, 
2006/07,S08000015, ,F20 - F29, ,370,100.18, ,210,56.86, ,80,21.66, 
2006/07,S08000016, ,All Codes,d,800,721.63, ,440,396.9, ,110,99.22, 
2006/07,S08000016, ,F60 - F69, ,30,27.06, ,10,9.02, ,0,0, 
2006/07,S08000016, ,F10 - F19, ,80,72.16, ,70,63.14, ,0,0, 
2006/07,S08000016, ,F30 - F39, ,150,135.31, ,110,99.22, ,20,18.04, 
2006/07,S08000016, ,F40 - F49, ,30,27.06, ,30,27.06, ,0,0, 
2006/07,S08000016, ,F00 - F09 or Chapter G and second position F00, ,270,243.55, ,100,90.2, ,50,45.1, 
2006/07,S08000016, ,Non F Codes, ,20,18.04, ,20,18.04, ,10,9.02, 
2006/07,S08000016, ,"F50 - F59, F70 - F99", ,10,9.02, ,0,0, ,0,0, 
2006/07,S08000016, ,F20 - F29, ,210,189.43, ,90,81.18, ,30,27.06, 
2006/07,S08000017, ,All Codes,d,640,427.29, ,490,327.15, ,120,80.12, 
2006/07,S08000017, ,F60 - F69, ,70,46.74, ,50,33.38, ,0,0, 
2006/07,S08000017, ,F10 - F19, ,100,66.76, ,80,53.41, ,10,6.68, 
2006/07,S08000017, ,F30 - F39, ,140,93.47, ,110,73.44, ,20,13.35, 
2006/07,S08000017, ,F40 - F49, ,50,33.38, ,40,26.71, ,0,0, 
2006/07,S08000017, ,F00 - F09 or Chapter G and second position F00, ,120,80.12, ,100,66.76, ,50,33.38, 
2006/07,S08000017, ,Non F Codes, ,10,6.68, ,10,6.68, ,0,0, 
2006/07,S08000017, ,"F50 - F59, F70 - F99", ,10,6.68, ,10,6.68, ,0,0, 
2006/07,S08000017, ,F20 - F29, ,130,86.79, ,90,60.09, ,40,26.71, 
2006/07,S08000018, ,All Codes,d,1630,456.25, ,1120,313.5, ,330,92.37, 
2006/07,S08000018, ,F60 - F69, ,120,33.59, ,70,19.59, ,10,2.8, 
2006/07,S08000018, ,F10 - F19, ,280,78.37, ,200,55.98, ,20,5.6, 
2006/07,S08000018, ,F30 - F39, ,390,109.16, ,270,75.58, ,40,11.2, 
2006/07,S08000018, ,F40 - F49, ,170,47.58, ,130,36.39, ,10,2.8, 
2006/07,S08000018, ,F00 - F09 or Chapter G and second position F00, ,220,61.58, ,170,47.58, ,130,36.39, 
2006/07,S08000018, ,Non F Codes, ,70,19.59, ,50,14, ,40,11.2, 
2006/07,S08000018, ,"F50 - F59, F70 - F99", ,20,5.6, ,10,2.8, ,0,0, 
2006/07,S08000018, ,F20 - F29, ,380,106.37, ,220,61.58, ,90,25.19, 
2006/07,S08000019, ,All Codes,d,1180,408.7, ,810,280.55, ,240,83.13, 
2006/07,S08000019, ,F60 - F69, ,140,48.49, ,50,17.32, ,0,0, 
2006/07,S08000019, ,F10 - F19, ,180,62.34, ,140,48.49, ,10,3.46, 
2006/07,S08000019, ,F30 - F39, ,320,110.83, ,230,79.66, ,20,6.93, 
2006/07,S08000019, ,F40 - F49, ,70,24.24, ,60,20.78, ,0,0, 
2006/07,S08000019, ,F00 - F09 or Chapter G and second position F00, ,170,58.88, ,140,48.49, ,90,31.17, 
2006/07,S08000019, ,Non F Codes, ,20,6.93, ,20,6.93, ,10,3.46, 
2006/07,S08000019, ,"F50 - F59, F70 - F99", ,20,6.93, ,10,3.46, ,0,0, 
2006/07,S08000019, ,F20 - F29, ,270,93.52, ,160,55.42, ,100,34.64, 
2006/07,S08000020, ,All Codes,d,2020,372.98, ,1520,280.66, ,410,75.7, 
2006/07,S08000020, ,F60 - F69, ,60,11.08, ,40,7.39, ,10,1.85, 
2006/07,S08000020, ,F10 - F19, ,150,27.7, ,130,24, ,20,3.69, 
2006/07,S08000020, ,F30 - F39, ,710,131.1, ,560,103.4, ,80,14.77, 
2006/07,S08000020, ,F40 - F49, ,110,20.31, ,80,14.77, ,10,1.85, 
2006/07,S08000020, ,F00 - F09 or Chapter G and second position F00, ,370,68.32, ,330,60.93, ,160,29.54, 
2006/07,S08000020, ,Non F Codes, ,50,9.23, ,40,7.39, ,20,3.69, 
2006/07,S08000020, ,"F50 - F59, F70 - F99", ,20,3.69, ,20,3.69, ,0,0, 
2006/07,S08000020, ,F20 - F29, ,540,99.71, ,330,60.93, ,110,20.31, 
2006/07,S08000021, ,All Codes,d,6290,567.26, ,4520,407.64, ,1390,125.36, 
2006/07,S08000021, ,F60 - F69, ,270,24.35, ,140,12.63, ,30,2.71, 
2006/07,S08000021, ,F10 - F19, ,1100,99.2, ,880,79.36, ,100,9.02, 
2006/07,S08000021, ,F30 - F39, ,1640,147.9, ,1200,108.22, ,230,20.74, 
2006/07,S08000021, ,F40 - F49, ,230,20.74, ,180,16.23, ,20,1.8, 
2006/07,S08000021, ,F00 - F09 or Chapter G and second position F00, ,660,59.52, ,540,48.7, ,380,34.27, 
2006/07,S08000021, ,Non F Codes, ,820,73.95, ,570,51.41, ,160,14.43, 
2006/07,S08000021, ,"F50 - F59, F70 - F99", ,80,7.21, ,60,5.41, ,40,3.61, 
2006/07,S08000021, ,F20 - F29, ,1490,134.38, ,950,85.68, ,440,39.68, 
2006/07,S08000022, ,All Codes,d,1410,452.43, ,1080,346.54, ,260,83.43, 
2006/07,S08000022, ,F60 - F69, ,110,35.3, ,60,19.25, ,10,3.21, 
2006/07,S08000022, ,F10 - F19, ,250,80.22, ,200,64.17, ,10,3.21, 
2006/07,S08000022, ,F30 - F39, ,340,109.1, ,280,89.84, ,50,16.04, 
2006/07,S08000022, ,F40 - F49, ,90,28.88, ,70,22.46, ,10,3.21, 
2006/07,S08000022, ,F00 - F09 or Chapter G and second position F00, ,200,64.17, ,170,54.55, ,90,28.88, 
2006/07,S08000022, ,Non F Codes, ,80,25.67, ,60,19.25, ,10,3.21, 
2006/07,S08000022, ,"F50 - F59, F70 - F99", ,20,6.42, ,20,6.42, ,10,3.21, 
2006/07,S08000022, ,F20 - F29, ,320,102.68, ,220,70.59, ,80,25.67, 
2006/07,S08000023, ,All Codes,d,2700,423.74, ,1850,290.34, ,460,72.19, 
2006/07,S08000023, ,F60 - F69, ,90,14.12, ,30,4.71, ,0,0, 
2006/07,S08000023, ,F10 - F19, ,520,81.61, ,370,58.07, ,20,3.14, 
2006/07,S08000023, ,F30 - F39, ,930,145.95, ,640,100.44, ,90,14.12, 
2006/07,S08000023, ,F40 - F49, ,160,25.11, ,120,18.83, ,10,1.57, 
2006/07,S08000023, ,F00 - F09 or Chapter G and second position F00, ,340,53.36, ,280,43.94, ,190,29.82, 
2006/07,S08000023, ,Non F Codes, ,90,14.12, ,70,10.99, ,20,3.14, 
2006/07,S08000023, ,"F50 - F59, F70 - F99", ,20,3.14, ,20,3.14, ,0,0, 
2006/07,S08000023, ,F20 - F29, ,550,86.32, ,320,50.22, ,120,18.83, 
2006/07,S08000024, ,All Codes,d,4140,522.05, ,2800,353.08, ,710,89.53, 
2006/07,S08000024, ,F60 - F69, ,210,26.48, ,120,15.13, ,20,2.52, 
2006/07,S08000024, ,F10 - F19, ,700,88.27, ,560,70.62, ,40,5.04, 
2006/07,S08000024, ,F30 - F39, ,990,124.84, ,700,88.27, ,110,13.87, 
2006/07,S08000024, ,F40 - F49, ,240,30.26, ,180,22.7, ,20,2.52, 
2006/07,S08000024, ,F00 - F09 or Chapter G and second position F00, ,900,113.49, ,550,69.36, ,280,35.31, 
2006/07,S08000024, ,Non F Codes, ,90,11.35, ,50,6.31, ,40,5.04, 
2006/07,S08000024, ,"F50 - F59, F70 - F99", ,50,6.31, ,20,2.52, ,10,1.26, 
2006/07,S08000024, ,F20 - F29, ,970,122.32, ,610,76.92, ,200,25.22, 
2006/07,S08000027, ,All Codes,d,2010,508.53, ,1480,374.44, ,380,96.14, 
2006/07,S08000027, ,F60 - F69, ,70,17.71, ,50,12.65, ,10,2.53, 
2006/07,S08000027, ,F10 - F19, ,490,123.97, ,360,91.08, ,20,5.06, 
2006/07,S08000027, ,F30 - F39, ,530,134.09, ,360,91.08, ,70,17.71, 
2006/07,S08000027, ,F40 - F49, ,100,25.3, ,80,20.24, ,10,2.53, 
2006/07,S08000027, ,F00 - F09 or Chapter G and second position F00, ,300,75.9, ,260,65.78, ,140,35.42, 
2006/07,S08000027, ,Non F Codes, ,70,17.71, ,50,12.65, ,20,5.06, 
2006/07,S08000027, ,"F50 - F59, F70 - F99", ,20,5.06, ,20,5.06, ,0,0, 
2006/07,S08000027, ,F20 - F29, ,420,106.26, ,300,75.9, ,110,27.83, 
2006/07,S08000028, ,All Codes,d,110,406.5, ,80,295.64, ,30,110.86, 
2006/07,S08000028, ,F60 - F69, ,0,0, ,0,0, ,0,0, 
2006/07,S08000028, ,F10 - F19, ,0,0, ,0,0, ,0,0, 
2006/07,S08000028, ,F30 - F39, ,30,110.86, ,30,110.86, ,10,36.95, 
2006/07,S08000028, ,F40 - F49, ,0,0, ,0,0, ,0,0, 
2006/07,S08000028, ,F00 - F09 or Chapter G and second position F00, ,20,73.91, ,20,73.91, ,20,73.91, 
2006/07,S08000028, ,Non F Codes, ,20,73.91, ,10,36.95, ,0,0, 
2006/07,S08000028, ,"F50 - F59, F70 - F99", ,0,0, ,0,0, ,0,0, 
2006/07,S08000028, ,F20 - F29, ,30,110.86, ,20,73.91, ,0,0, 
2006/07,S92000003,d,All Codes,d,24830,483.72, ,17190,334.89, ,4960,96.63, 
2006/07,S92000003,d,F60 - F69, ,1250,24.35, ,640,12.47, ,120,2.34, 
2006/07,S92000003,d,F10 - F19, ,4270,83.19, ,3260,63.51, ,280,5.45, 
2006/07,S92000003,d,F30 - F39, ,6660,129.75, ,4730,92.15, ,790,15.39, 
2006/07,S92000003,d,F40 - F49, ,1370,26.69, ,1060,20.65, ,90,1.75, 
2006/07,S92000003,d,F00 - F09 or Chapter G and second position F00, ,3840,74.81, ,2880,56.11, ,1700,33.12, 
2006/07,S92000003,d,Non F Codes, ,1380,26.88, ,950,18.51, ,420,8.18, 
2006/07,S92000003,d,"F50 - F59, F70 - F99", ,280,5.45, ,210,4.09, ,90,1.75, 
2006/07,S92000003,d,F20 - F29, ,5780,112.6, ,3470,67.6, ,1480,28.83, 
2006/07,SB0802, ,All Codes,d,140, ,:,110, ,:,200, ,:
2006/07,SB0802, ,F60 - F69, ,0, ,:,0, ,:,10, ,:
2006/07,SB0802, ,F10 - F19, ,0, ,:,0, ,:,0, ,:
2006/07,SB0802, ,F30 - F39, ,10, ,:,10, ,:,10, ,:
2006/07,SB0802, ,F40 - F49, ,0, ,:,0, ,:,0, ,:
